交易哈希,区块高度,本地时间(UTC+8),UTC时间,发送方,发送方ENS,接收方,接收方ENS,数量,代币符号,代币地址
0x039f90****c95ce788,23754778,2025/11/08 21:16:23,2025/11/08 13:16:23,0x1429****7f855c,,0xb92c****cffe60,,16.0,0x1c63****c7cd8f,0xa01b****61da25,
0xe4601a****b943b639,23754777,2025/11/08 21:16:11,2025/11/08 13:16:11,0x1429****7f855c,,0x89d7****0d8b21,,2755.0,USDT,0xff7b****1b9f44,
0xe4601a****b943b639,23754777,2025/11/08 21:16:11,2025/11/08 13:16:11,0x1429****7f855c,,0x1786****052afd,,282.15,USDT,0xff7b****1b9f44,
0x358422****1f19bdc0,23754775,2025/11/08 21:15:47,2025/11/08 13:15:47,0x1429****7f855c,,0x1d12****9d7601,,326.66933,0x08b7****7e42dc,0x6f89****3477f1,
0xbd1be3****ed3eea43,23754774,2025/11/08 21:15:35,2025/11/08 13:15:35,0x1429****7f855c,,0xa171****16a4fc,,16.0,USDT,0xff7b****1b9f44,
0xbd1be3****ed3eea43,23754774,2025/11/08 21:15:35,2025/11/08 13:15:35,0x1429****7f855c,,0xad8e****2021b6,,20.0,USDT,0xff7b****1b9f44,
0x195b46****4d345201,23754770,2025/11/08 21:14:47,2025/11/08 13:14:47,0x1429****7f855c,,0x2ccb****292747,,326.66933,USDC,0xcaf2****16e452,
0x0aee1d****c0a7aa89,23754659,2025/11/08 20:52:23,2025/11/08 12:52:23,0x1429****7f855c,,0x023d****83f1b9,,1206.5,0x1c63****c7cd8f,0xa01b****61da25,
0x0aee1d****c0a7aa89,23754659,2025/11/08 20:52:23,2025/11/08 12:52:23,0x1429****7f855c,,0x1e18****7a6c53,,570.95,0x1c63****c7cd8f,0xa01b****61da25,
0x132d5c****3ee119d3,23754653,2025/11/08 20:50:59,2025/11/08 12:50:59,0x1429****7f855c,,0xf859****992bda,,1206.5,USDT,0xff7b****1b9f44,
0x132d5c****3ee119d3,23754653,2025/11/08 20:50:59,2025/11/08 12:50:59,0x1429****7f855c,,0x1fd5****555eb2,,570.95,USDT,0xff7b****1b9f44,
0xec412a****7658ab37,23754645,2025/11/08 20:49:23,2025/11/08 12:49:23,0x1429****7f855c,,0x586a****33c8d7,,80.0,0x1c63****c7cd8f,0xa01b****61da25,
0x6049ca****296780fa,23754640,2025/11/08 20:48:23,2025/11/08 12:48:23,0x1429****7f855c,,0x4c43****a30549,,2869.0,0x1c63****c7cd8f,0xa01b****61da25,
0xdc6506****a087664c,23754632,2025/11/08 20:46:47,2025/11/08 12:46:47,0x1429****7f855c,,0x5d74****3a60f4,,60.0,0x1c63****c7cd8f,0xa01b****61da25,
0x6a0dd5****b4d91aaa,23754631,2025/11/08 20:46:35,2025/11/08 12:46:35,0x1429****7f855c,,0x0279****155661,,285.0,0x1c63****c7cd8f,0xa01b****61da25,
0x390d0c****56694bb2,23754627,2025/11/08 20:45:47,2025/11/08 12:45:47,0x1429****7f855c,,0x5a07****192711,,60.0,USDT,0xff7b****1b9f44,
0x390d0c****56694bb2,23754627,2025/11/08 20:45:47,2025/11/08 12:45:47,0x1429****7f855c,,0x360a****59bdc7,,2869.0,USDT,0xff7b****1b9f44,
0x2f4f97****2c6557bc,23754626,2025/11/08 20:45:35,2025/11/08 12:45:35,0x1429****7f855c,,0x1d2a****d0baf5,,190.0,0x1c63****c7cd8f,0xa01b****61da25,
0x288127****d26f71df,23754624,2025/11/08 20:45:11,2025/11/08 12:45:11,0x1429****7f855c,,0x3c88****09b293,,185.25,0x1c63****c7cd8f,0xa01b****61da25,
0x35079c****ad25688f,23754623,2025/11/08 20:44:59,2025/11/08 12:44:59,0x1429****7f855c,,0xab09****097732,,190.0,USDT,0xff7b****1b9f44,
0x35079c****ad25688f,23754623,2025/11/08 20:44:59,2025/11/08 12:44:59,0x1429****7f855c,,0x73a6****07d095,,80.0,USDT,0xff7b****1b9f44,
0x2aba98****48be8622,23754620,2025/11/08 20:44:23,2025/11/08 12:44:23,0x1429****7f855c,,0x9253****5abf91,,18.0,0x1c63****c7cd8f,0xa01b****61da25,
0x60edf9****ab5eb5d1,23754620,2025/11/08 20:44:23,2025/11/08 12:44:23,0x1429****7f855c,,0x366f****07d026,,185.25,USDT,0xff7b****1b9f44,
0x60edf9****ab5eb5d1,23754620,2025/11/08 20:44:23,2025/11/08 12:44:23,0x1429****7f855c,,0x4013****a55134,,285.0,USDT,0xff7b****1b9f44,
0x2aba98****48be8622,23754620,2025/11/08 20:44:23,2025/11/08 12:44:23,0x1429****7f855c,,0xb92c****cffe60,,993.7,0x1c63****c7cd8f,0xa01b****61da25,
0xaf3fc8****00f43d6a,23754617,2025/11/08 20:43:47,2025/11/08 12:43:47,0x1429****7f855c,,0xb04a****596548,,18.0,USDT,0xff7b****1b9f44,
0xaf3fc8****00f43d6a,23754617,2025/11/08 20:43:47,2025/11/08 12:43:47,0x1429****7f855c,,0xa171****16a4fc,,993.7,USDT,0xff7b****1b9f44,
0x2d95cb****938d1820,23754597,2025/11/08 20:39:47,2025/11/08 12:39:47,0x1429****7f855c,,0x6854****cf3653,,1614.515645,0x953b****13fc6e,0x8aca****a3cb9d,
0x3da0ee****7c469626,23754593,2025/11/08 20:38:59,2025/11/08 12:38:59,0x1429****7f855c,,0x665d****f9757f,,1614.515645,USDC,0xcaf2****16e452,
0x056ad5****61f7f919,23754574,2025/11/08 20:35:11,2025/11/08 12:35:11,0x1429****7f855c,,0x5747****9548b9,,5368.45,0x2f44****058a6e,0xa7ea****06503b,
0x056ad5****61f7f919,23754574,2025/11/08 20:35:11,2025/11/08 12:35:11,0x1429****7f855c,,0xa8f9****bfffd3,,15.032,0x2f44****058a6e,0xa7ea****06503b,
0xc0b1b7****a5d7d06d,23754569,2025/11/08 20:34:11,2025/11/08 12:34:11,0x1429****7f855c,,0xcb3f****0b87e4,,5368.45,USDT,0xff7b****1b9f44,
0xc0b1b7****a5d7d06d,23754569,2025/11/08 20:34:11,2025/11/08 12:34:11,0x1429****7f855c,,0x1d8f****7f2071,,15.032,USDT,0xff7b****1b9f44,
0x535b9d****eba7387f,23754525,2025/11/08 20:25:11,2025/11/08 12:25:11,0x1429****7f855c,,0x1d12****9d7601,,6.995702,0x953b****13fc6e,0x8aca****a3cb9d,
0xba992c****5de961a2,23754523,2025/11/08 20:24:47,2025/11/08 12:24:47,0x1429****7f855c,,0x0dd8****1d97a5,,54.97601,0x953b****13fc6e,0x8aca****a3cb9d,
0x531f83****1dbacc95,23754520,2025/11/08 20:24:11,2025/11/08 12:24:11,0x1429****7f855c,,0x5462****c43365,,54.97601,USDC,0xcaf2****16e452,
0x04c81a****1e1076ad,23754520,2025/11/08 20:24:11,2025/11/08 12:24:11,0xd393****b5b000,,0x1429****7f855c,,49849.87,USDT,0xff7b****1b9f44,
0x531f83****1dbacc95,23754520,2025/11/08 20:24:11,2025/11/08 12:24:11,0x1429****7f855c,,0x2ccb****292747,,6.995702,USDC,0xcaf2****16e452,
0xf58d9b****763a0b90,23754407,2025/11/08 20:01:35,2025/11/08 12:01:35,0x1429****7f855c,,0x28f5****45ad50,,228.0,0x2f44****058a6e,0xa7ea****06503b,
0x98419f****49699ed9,23754400,2025/11/08 20:00:11,2025/11/08 12:00:11,0x1429****7f855c,,0xbff2****487ca0,,228.0,USDT,0xff7b****1b9f44,
0x8d872c****433eed19,23754400,2025/11/08 20:00:11,2025/11/08 12:00:11,0x1429****7f855c,,0x1641****96364d,,598.8515,0x2f44****058a6e,0xa7ea****06503b,
0x8d872c****433eed19,23754400,2025/11/08 20:00:11,2025/11/08 12:00:11,0x1429****7f855c,,0xc6c7****c07996,,1034.55,0x2f44****058a6e,0xa7ea****06503b,
0x2dd061****96d0bcf7,23754397,2025/11/08 19:59:35,2025/11/08 11:59:35,0x1429****7f855c,,0xfd34****756d78,,1034.55,USDT,0xff7b****1b9f44,
0x2dd061****96d0bcf7,23754397,2025/11/08 19:59:35,2025/11/08 11:59:35,0x1429****7f855c,,0x68d8****e5d4b7,,598.8515,USDT,0xff7b****1b9f44,
0xc44d87****5af83821,23754329,2025/11/08 19:45:47,2025/11/08 11:45:47,0x1429****7f855c,,0xba54****b93a69,,13.4,0x2f44****058a6e,0xa7ea****06503b,
0x5db9b8****ba0442b1,23754328,2025/11/08 19:45:35,2025/11/08 11:45:35,0x1429****7f855c,,0x1d2a****d0baf5,,190.0,0x2f44****058a6e,0xa7ea****06503b,
0x85728e****9eb5e0f2,23754326,2025/11/08 19:45:11,2025/11/08 11:45:11,0x1429****7f855c,,0x5747****9548b9,,1426.9,0x2f44****058a6e,0xa7ea****06503b,
0x80c521****ce9346ed,23754325,2025/11/08 19:44:59,2025/11/08 11:44:59,0x1429****7f855c,,0x4e04****38bc65,,13.4,USDT,0xff7b****1b9f44,
0x80c521****ce9346ed,23754325,2025/11/08 19:44:59,2025/11/08 11:44:59,0x1429****7f855c,,0xab09****097732,,190.0,USDT,0xff7b****1b9f44,
0x06de5f****fc4371e6,23754325,2025/11/08 19:44:59,2025/11/08 11:44:59,0x1429****7f855c,,0x6207****806059,,95.0,0x2f44****058a6e,0xa7ea****06503b,
0x64709c****3ca54a4f,23754321,2025/11/08 19:44:11,2025/11/08 11:44:11,0x1429****7f855c,,0xcb3f****0b87e4,,1426.9,USDT,0xff7b****1b9f44,
0x64709c****3ca54a4f,23754321,2025/11/08 19:44:11,2025/11/08 11:44:11,0x1429****7f855c,,0x1b47****3587ce,,95.0,USDT,0xff7b****1b9f44,
0x548c4e****c3093234,23754273,2025/11/08 19:34:23,2025/11/08 11:34:23,0x1429****7f855c,,0x5a9a****164f37,,248.729,0x8fd7****b02538,0xd636****15a68d,
0xaa1250****7f1adb6e,23754264,2025/11/08 19:32:35,2025/11/08 11:32:35,0x1429****7f855c,,0x189e****493f31,,319.2,0x8fd7****b02538,0xd636****15a68d,
0xaa1250****7f1adb6e,23754264,2025/11/08 19:32:35,2025/11/08 11:32:35,0x1429****7f855c,,0x850c****54a829,,494.0,0x8fd7****b02538,0xd636****15a68d,
0xaa1250****7f1adb6e,23754264,2025/11/08 19:32:35,2025/11/08 11:32:35,0x1429****7f855c,,0x2428****94354e,,285.95,0x8fd7****b02538,0xd636****15a68d,
0xdc5c78****60af2c77,23754258,2025/11/08 19:31:23,2025/11/08 11:31:23,0x1429****7f855c,,0x6b90****43c275,,319.2,USDT,0xff7b****1b9f44,
0xba7d0b****ae3dc575,23754258,2025/11/08 19:31:23,2025/11/08 11:31:23,0x1429****7f855c,,0x9e43****c8b744,,200.45,0x8fd7****b02538,0xd636****15a68d,
0xdc5c78****60af2c77,23754258,2025/11/08 19:31:23,2025/11/08 11:31:23,0x1429****7f855c,,0x45ee****545f57,,494.0,USDT,0xff7b****1b9f44,
0x758f68****955d0e26,23754256,2025/11/08 19:30:59,2025/11/08 11:30:59,0x1429****7f855c,,0x03b6****7b34da,,65.0,0x8fd7****b02538,0xd636****15a68d,
0x9c33de****b3102cac,23754255,2025/11/08 19:30:47,2025/11/08 11:30:47,0x1429****7f855c,,0x629a****4c9f58,,200.45,USDT,0xff7b****1b9f44,
0x9c33de****b3102cac,23754255,2025/11/08 19:30:47,2025/11/08 11:30:47,0x1429****7f855c,,0x9fd7****ed114b,,285.95,USDT,0xff7b****1b9f44,
0x8bfa5a****5bb0bd44,23754253,2025/11/08 19:30:23,2025/11/08 11:30:23,0x1429****7f855c,,0x56d8****27480b,,248.729,USDT,0xff7b****1b9f44,
0x8bfa5a****5bb0bd44,23754253,2025/11/08 19:30:23,2025/11/08 11:30:23,0x1429****7f855c,,0x52cd****c72eba,,65.0,USDT,0xff7b****1b9f44,
0x7561b9****413bd84e,23754190,2025/11/08 19:17:35,2025/11/08 11:17:35,0x1429****7f855c,,0x1641****96364d,,8550.0,0x8fd7****b02538,0xd636****15a68d,
0xba3174****b22b2724,23754186,2025/11/08 19:16:47,2025/11/08 11:16:47,0x1429****7f855c,,0x530b****be5e33,,80.0,0x8fd7****b02538,0xd636****15a68d,
0xb72515****328b890e,23754185,2025/11/08 19:16:35,2025/11/08 11:16:35,0x1429****7f855c,,0xcb62****02fcba,,15.0,0x8fd7****b02538,0xd636****15a68d,
0xa30d5d****dfb685a3,23754180,2025/11/08 19:15:35,2025/11/08 11:15:35,0x1429****7f855c,,0x9854****02cb87,,4071.377,0x8fd7****b02538,0xd636****15a68d,
0xa30d5d****dfb685a3,23754180,2025/11/08 19:15:35,2025/11/08 11:15:35,0x1429****7f855c,,0x5822****50d7bf,,3578.099,0x8fd7****b02538,0xd636****15a68d,
0x339deb****2cf909bd,23754179,2025/11/08 19:15:23,2025/11/08 11:15:23,0x1429****7f855c,,0x2c9a****d66b23,,80.0,USDT,0xff7b****1b9f44,
0x339deb****2cf909bd,23754179,2025/11/08 19:15:23,2025/11/08 11:15:23,0x1429****7f855c,,0x68d8****e5d4b7,,8550.0,USDT,0xff7b****1b9f44,
0xf4640d****1bdc526a,23754178,2025/11/08 19:15:11,2025/11/08 11:15:11,0x1429****7f855c,,0x96fa****e0396b,,285.1995,0x8fd7****b02538,0xd636****15a68d,
0x0320c5****cb31fc80,23754176,2025/11/08 19:14:47,2025/11/08 11:14:47,0x1429****7f855c,,0x7e02****359596,,15.0,USDT,0xff7b****1b9f44,
0x0320c5****cb31fc80,23754176,2025/11/08 19:14:47,2025/11/08 11:14:47,0x1429****7f855c,,0x2817****bce8b0,,4071.377,USDT,0xff7b****1b9f44,
0x8c403b****5c2db274,23754176,2025/11/08 19:14:47,2025/11/08 11:14:47,0x1429****7f855c,,0xf4c6****49e5a7,,475.0,0x8fd7****b02538,0xd636****15a68d,
0x8c403b****5c2db274,23754176,2025/11/08 19:14:47,2025/11/08 11:14:47,0x1429****7f855c,,0x9e06****8ca0a1,,94.2,0x8fd7****b02538,0xd636****15a68d,
0x095922****e6e75b64,23754174,2025/11/08 19:14:23,2025/11/08 11:14:23,0x1429****7f855c,,0xd5ee****dab7ca,,114.6745,0x8fd7****b02538,0xd636****15a68d,
0xbb3d93****f27db9fd,23754173,2025/11/08 19:14:11,2025/11/08 11:14:11,0x1429****7f855c,,0x0738****895291,,3578.099,USDT,0xff7b****1b9f44,
0xbb3d93****f27db9fd,23754173,2025/11/08 19:14:11,2025/11/08 11:14:11,0x1429****7f855c,,0x52e6****63db6c,,475.0,USDT,0xff7b****1b9f44,
0x93fb0c****789ba8cf,23754171,2025/11/08 19:13:47,2025/11/08 11:13:47,0x1429****7f855c,,0xa8a8****a8f334,,4275.0,0x8fd7****b02538,0xd636****15a68d,
0x1d23c0****f5bea3ae,23754170,2025/11/08 19:13:35,2025/11/08 11:13:35,0x1429****7f855c,,0xf9c5****2ff6a4,,285.1995,USDT,0xff7b****1b9f44,
0x1d23c0****f5bea3ae,23754170,2025/11/08 19:13:35,2025/11/08 11:13:35,0x1429****7f855c,,0x78f5****307561,,114.6745,USDT,0xff7b****1b9f44,
0xf62c53****ea346936,23754169,2025/11/08 19:13:23,2025/11/08 11:13:23,0x1429****7f855c,,0xdb39****617464,,655.5,0x8fd7****b02538,0xd636****15a68d,
0x924fd4****86116eb5,23754167,2025/11/08 19:12:59,2025/11/08 11:12:59,0x1429****7f855c,,0xc0d1****5968d8,,37.0,0x8fd7****b02538,0xd636****15a68d,
0x933ab2****a949b9c1,23754166,2025/11/08 19:12:47,2025/11/08 11:12:47,0x1429****7f855c,,0x127a****c1fc49,,655.5,USDT,0xff7b****1b9f44,
0x933ab2****a949b9c1,23754166,2025/11/08 19:12:47,2025/11/08 11:12:47,0x1429****7f855c,,0xb736****32c6b3,,4275.0,USDT,0xff7b****1b9f44,
0xd62835****97a44ab9,23754163,2025/11/08 19:12:11,2025/11/08 11:12:11,0x1429****7f855c,,0x8356****448f68,,94.2,USDT,0xff7b****1b9f44,
0xd62835****97a44ab9,23754163,2025/11/08 19:12:11,2025/11/08 11:12:11,0x1429****7f855c,,0x1c80****e58ae6,,37.0,USDT,0xff7b****1b9f44,
0x760fcc****e799b8f5,23754018,2025/11/08 18:43:11,2025/11/08 10:43:11,0x1429****7f855c,,0x778f****09ace0,,4633.467775,0x8fd7****b02538,0xd636****15a68d,
0x760fcc****e799b8f5,23754018,2025/11/08 18:43:11,2025/11/08 10:43:11,0x1429****7f855c,,0x7c28****a08dd1,,475.0,0x8fd7****b02538,0xd636****15a68d,
0x27d668****a7da8578,23754015,2025/11/08 18:42:35,2025/11/08 10:42:35,0x1429****7f855c,,0x687f****8eadcf,,475.0,0xe70f****0d68cf,0x1f5a****02afb9,
0x27d668****a7da8578,23754015,2025/11/08 18:42:35,2025/11/08 10:42:35,0x1429****7f855c,,0xbb0e****09c733,,4633.467775,0xe70f****0d68cf,0x1f5a****02afb9,
0xdf19ae****ee62e7d2,23754014,2025/11/08 18:42:23,2025/11/08 10:42:23,0x1429****7f855c,,0x0db2****521949,,1751.8,0x8fd7****b02538,0xd636****15a68d,
0x522fec****0398c3d0,23754012,2025/11/08 18:41:59,2025/11/08 10:41:59,0x1429****7f855c,,0xbbcb****8de172,,101.65,0x8fd7****b02538,0xd636****15a68d,
0x522fec****0398c3d0,23754012,2025/11/08 18:41:59,2025/11/08 10:41:59,0x1429****7f855c,,0x80ab****4dd1f0,,102.6,0x8fd7****b02538,0xd636****15a68d,
0x522fec****0398c3d0,23754012,2025/11/08 18:41:59,2025/11/08 10:41:59,0x1429****7f855c,,0xa019****ca3680,,1655.204,0x8fd7****b02538,0xd636****15a68d,
0x522fec****0398c3d0,23754012,2025/11/08 18:41:59,2025/11/08 10:41:59,0x1429****7f855c,,0x4b35****262f2c,,2848.860456,0xe5b5****5e417c,0x7dfa****ac0132,
0x5dca5d****4305090d,23754008,2025/11/08 18:41:11,2025/11/08 10:41:11,0x1429****7f855c,,0xaf42****89bb91,,1751.8,USDT,0xff7b****1b9f44,
0x5dca5d****4305090d,23754008,2025/11/08 18:41:11,2025/11/08 10:41:11,0x1429****7f855c,,0x22c2****6c14fa,,1655.204,USDT,0xff7b****1b9f44,
0x1e7f8f****60ff6265,23754005,2025/11/08 18:40:35,2025/11/08 10:40:35,0x1429****7f855c,,0x102a****55e470,,101.65,USDT,0xff7b****1b9f44,
0x1e7f8f****60ff6265,23754005,2025/11/08 18:40:35,2025/11/08 10:40:35,0x1429****7f855c,,0xa535****ab9ae6,,102.6,USDT,0xff7b****1b9f44,
0x5909a3****66e98774,23753997,2025/11/08 18:38:59,2025/11/08 10:38:59,0x1429****7f855c,,0xd5a0****42045a,,2848.860456,USDC,0xcaf2****16e452,
0xc23f8d****6596097e,23753989,2025/11/08 18:37:23,2025/11/08 10:37:23,0x1429****7f855c,,0x778f****09ace0,,4633.467775,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x237559****80c473b5,23753985,2025/11/08 18:36:35,2025/11/08 10:36:35,0x1429****7f855c,,0x8f97****5c3a3e,,4633.467775,0x5dfd****832b22,0x5c82****459293,
0xac6ff0****332d9f05,23753968,2025/11/08 18:33:11,2025/11/08 10:33:11,0x1429****7f855c,,0x9e2d****51921e,,304.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x290627****25a58e4a,23753968,2025/11/08 18:33:11,2025/11/08 10:33:11,0x1429****7f855c,,0x778f****09ace0,,4633.467775,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xac6ff0****332d9f05,23753968,2025/11/08 18:33:11,2025/11/08 10:33:11,0x1429****7f855c,,0xf4d9****0cd01b,,1001.3,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x59947c****e4076be6,23753966,2025/11/08 18:32:47,2025/11/08 10:32:47,0x1429****7f855c,,0x36e0****362a31,,266.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x7d35b2****27146f27,23753965,2025/11/08 18:32:35,2025/11/08 10:32:35,0x1429****7f855c,,0x82bb****eb6be0,,1694.5245,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xa0d665****d5864877,23753965,2025/11/08 18:32:35,2025/11/08 10:32:35,0x1429****7f855c,,0x6c01****321edb,,4633.467775,USDT,0xff7b****1b9f44,
0xb8f541****51ebb61a,23753964,2025/11/08 18:32:23,2025/11/08 10:32:23,0x1429****7f855c,,0x1d2a****d0baf5,,142.5,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xb8f541****51ebb61a,23753964,2025/11/08 18:32:23,2025/11/08 10:32:23,0x1429****7f855c,,0xd5ee****dab7ca,,123.5,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xaedafa****d1021dd0,23753962,2025/11/08 18:31:59,2025/11/08 10:31:59,0x1429****7f855c,,0x176f****ff107c,,266.0,USDT,0xff7b****1b9f44,
0xaedafa****d1021dd0,23753962,2025/11/08 18:31:59,2025/11/08 10:31:59,0x1429****7f855c,,0x48fd****aecf21,,1694.5245,USDT,0xff7b****1b9f44,
0xd66f5e****2d5978cb,23753959,2025/11/08 18:31:23,2025/11/08 10:31:23,0x1429****7f855c,,0x77fc****fbd48d,,1001.3,USDT,0xff7b****1b9f44,
0xd66f5e****2d5978cb,23753959,2025/11/08 18:31:23,2025/11/08 10:31:23,0x1429****7f855c,,0xf722****019a3e,,304.0,USDT,0xff7b****1b9f44,
0xd8b61c****857bee76,23753956,2025/11/08 18:30:47,2025/11/08 10:30:47,0x1429****7f855c,,0x78f5****307561,,123.5,USDT,0xff7b****1b9f44,
0xd8b61c****857bee76,23753956,2025/11/08 18:30:47,2025/11/08 10:30:47,0x1429****7f855c,,0xab09****097732,,142.5,USDT,0xff7b****1b9f44,
0x010aef****e1461c94,23753947,2025/11/08 18:28:59,2025/11/08 10:28:59,0x1429****7f855c,,0xaad9****ac83d4,,522.8648,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xffb105****7f9d7239,23753939,2025/11/08 18:27:23,2025/11/08 10:27:23,0x1429****7f855c,,0x6035****5cf552,,522.8648,0x5dfd****832b22,0x5c82****459293,
0x2f76f1****a20d5735,23753926,2025/11/08 18:24:47,2025/11/08 10:24:47,0x1429****7f855c,,0xcc57****2b26e9,,522.8648,USDT,0xff7b****1b9f44,
0xca2226****f6c207b1,23753925,2025/11/08 18:24:35,2025/11/08 10:24:35,0x1429****7f855c,,0x5a1a****e87a0c,,249.2705,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xca2226****f6c207b1,23753925,2025/11/08 18:24:35,2025/11/08 10:24:35,0x1429****7f855c,,0x7c28****a08dd1,,475.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xab5549****326157df,23753923,2025/11/08 18:24:11,2025/11/08 10:24:11,0x1429****7f855c,,0xffa8****eafa9a,,249.2705,USDT,0xff7b****1b9f44,
0xab5549****326157df,23753923,2025/11/08 18:24:11,2025/11/08 10:24:11,0x1429****7f855c,,0x5c8a****3792eb,,475.0,USDT,0xff7b****1b9f44,
0x428142****2d0a0686,23753910,2025/11/08 18:21:35,2025/11/08 10:21:35,0x07f3****b35fed,,0x1429****7f855c,,40000.0,USDT,0xff7b****1b9f44,
0x7a37e0****39df7da4,23753907,2025/11/08 18:20:59,2025/11/08 10:20:59,0x1429****7f855c,,0xf393****584e61,,569.829051,0xabd0****27ec61,0x8ee4****04c4fd,
0x9f2b6e****0713aed5,23753903,2025/11/08 18:20:11,2025/11/08 10:20:11,0x1429****7f855c,,0x5185****9a2c46,,569.829051,USDC,0xcaf2****16e452,
0x7fa322****8567ee85,23753878,2025/11/08 18:15:11,2025/11/08 10:15:11,0x1429****7f855c,,0xf196****b3f05c,,152.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x46f861****680ce3ae,23753876,2025/11/08 18:14:47,2025/11/08 10:14:47,0x1429****7f855c,,0x6671****a5bfae,,95.5795,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x47105b****04f9c6e0,23753874,2025/11/08 18:14:23,2025/11/08 10:14:23,0x1429****7f855c,,0x1d2a****d0baf5,,10.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x47105b****04f9c6e0,23753874,2025/11/08 18:14:23,2025/11/08 10:14:23,0x1429****7f855c,,0xabc9****4b16d3,,35.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x723218****89612803,23753873,2025/11/08 18:14:11,2025/11/08 10:14:11,0x1429****7f855c,,0x3e5e****0d0705,,152.0,USDT,0xff7b****1b9f44,
0x723218****89612803,23753873,2025/11/08 18:14:11,2025/11/08 10:14:11,0x1429****7f855c,,0xda20****80ed4b,,95.5795,USDT,0xff7b****1b9f44,
0xd67764****19233a74,23753871,2025/11/08 18:13:47,2025/11/08 10:13:47,0x1429****7f855c,,0xb093****52dfcd,,65.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xfb3f01****c5226c67,23753870,2025/11/08 18:13:35,2025/11/08 10:13:35,0x1429****7f855c,,0xab09****097732,,10.0,USDT,0xff7b****1b9f44,
0xfb3f01****c5226c67,23753870,2025/11/08 18:13:35,2025/11/08 10:13:35,0x1429****7f855c,,0xeb97****83b5e4,,5.0,USDT,0xff7b****1b9f44,
0x17bd08****465a9edd,23753869,2025/11/08 18:13:23,2025/11/08 10:13:23,0x1429****7f855c,,0x2f5d****015d5a,,32.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x3dc6d0****d2337d88,23753868,2025/11/08 18:13:11,2025/11/08 10:13:11,0x1429****7f855c,,0xe144****51c607,,65.0,USDT,0xff7b****1b9f44,
0x3dc6d0****d2337d88,23753868,2025/11/08 18:13:11,2025/11/08 10:13:11,0x1429****7f855c,,0xeb97****83b5e4,,35.0,USDT,0xff7b****1b9f44,
0x35bafa****2e1a2e01,23753868,2025/11/08 18:13:11,2025/11/08 10:13:11,0x1429****7f855c,,0xd5ee****dab7ca,,123.5,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x3b48fc****44411303,23753865,2025/11/08 18:12:35,2025/11/08 10:12:35,0x1429****7f855c,,0x78f5****307561,,123.5,USDT,0xff7b****1b9f44,
0x3b48fc****44411303,23753865,2025/11/08 18:12:35,2025/11/08 10:12:35,0x1429****7f855c,,0xdf39****5ada0e,,32.0,USDT,0xff7b****1b9f44,
0xc2b1d8****254bab7a,23753817,2025/11/08 18:02:59,2025/11/08 10:02:59,0x1429****7f855c,,0x56ef****ab1af7,,95.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xc2b1d8****254bab7a,23753817,2025/11/08 18:02:59,2025/11/08 10:02:59,0x1429****7f855c,,0xe6f8****c77aab,,80.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x96a840****ea30e02c,23753814,2025/11/08 18:02:23,2025/11/08 10:02:23,0x1429****7f855c,,0x83de****3ff878,,95.0,USDT,0xff7b****1b9f44,
0x96a840****ea30e02c,23753814,2025/11/08 18:02:23,2025/11/08 10:02:23,0x1429****7f855c,,0x95b1****0d3d94,,80.0,USDT,0xff7b****1b9f44,
0xc6f8ea****e9fc25fc,23753728,2025/11/08 17:45:11,2025/11/08 09:45:11,0x1429****7f855c,,0xf4c6****49e5a7,,15.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0x6a5678****ef5a1b90,23753726,2025/11/08 17:44:47,2025/11/08 09:44:47,0x1429****7f855c,,0x1678****a3d32d,,190.0,0x11e4****e06f5c,0x2fa9****cf3cd1,
0xd8f93e****3979f9aa,23753725,2025/11/08 17:44:35,2025/11/08 09:44:35,0x1429****7f855c,,0x52e6****63db6c,,15.0,USDT,0xff7b****1b9f44,
0xba77b2****a27a6124,23753722,2025/11/08 17:43:59,2025/11/08 09:43:59,0x1429****7f855c,,0x1381****5c57b3,,190.0,USDT,0xff7b****1b9f44,
0x7b6653****8fa5606f,23753722,2025/11/08 17:43:59,2025/11/08 09:43:59,0x1429****7f855c,,0xf8f7****6ac634,,101.65,0x11e4****e06f5c,0x2fa9****cf3cd1,
